timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,prob_fail,prob_success,ent_coef
65536,1011.0098216960924,1.0,173.88,200.0,54.234596,0.0,0.08857143,1.0,0.28412417,0.045489546,-0.07973569,0.0032262,-0.0010812943,1.60535,0.9114286,0.08857143,0.05
131072,2145.722160976927,1.0,173.98479,200.0,53.58827,0.0,0.10096819,1.0,0.3012866,0.049718052,-0.080905676,0.0010945171,-0.0016372106,1.5963143,0.8990318,0.10096819,0.05
196608,2139.0106424916157,1.0,172.94937,200.0,54.446125,0.0,0.10578662,1.0,0.30756432,0.0529971,-0.08053163,0.0010242275,-0.0014752164,1.5913705,0.8942134,0.10578662,0.05
262144,2129.7716516417368,1.0,171.9685,200.0,54.863754,0.0,0.11058981,1.0,0.31362352,0.05449077,-0.08035412,0.0011057368,-0.001395196,1.5902355,0.8894102,0.11058981,0.05
327680,2123.6842814567526,1.0,171.75186,200.0,55.297207,0.0,0.11366062,1.0,0.31739858,0.05601713,-0.08047441,0.0010276734,-0.0013492906,1.5927789,0.88633937,0.11366062,0.05
393216,2119.89367893375,1.0,170.55257,200.0,56.119644,0.0,0.115706116,1.0,0.3198722,0.056998197,-0.080457106,0.001070061,-0.0014732181,1.5903785,0.8842939,0.115706116,0.05
458752,2111.443079664575,1.0,169.85312,200.0,56.745197,0.0,0.12058602,1.0,0.32564557,0.059818696,-0.08099418,0.0012224285,-0.002083006,1.5904479,0.87941396,0.12058602,0.05
524288,2086.5535933754454,1.0,168.41846,200.0,58.0548,0.0,0.12670565,1.0,0.33264294,0.0634766,-0.08099145,0.001336806,-0.0020938762,1.5913193,0.87329435,0.12670565,0.05
589824,2076.8702226842224,1.0,167.52205,200.0,58.751392,0.0,0.13201603,1.0,0.3385082,0.06709366,-0.08102291,0.0013895027,-0.0021127306,1.5920986,0.86798394,0.13201603,0.05
655360,2071.3830260910418,1.0,167.31316,200.0,58.87346,0.0,0.13546227,1.0,0.34221667,0.069091775,-0.081115544,0.0012712794,-0.0022540698,1.5899422,0.8645377,0.13546227,0.05
720896,2060.3105871703524,1.0,166.63702,200.0,59.581814,0.0,0.13899884,1.0,0.34594533,0.07214313,-0.08129211,0.0013498992,-0.0024777204,1.5897869,0.8610012,0.13899884,0.05
786432,2055.821028826446,1.0,166.51335,200.0,59.82782,0.0,0.13965407,1.0,0.34662777,0.072953165,-0.08156035,0.0010518645,-0.0024657506,1.5924107,0.86034596,0.13965407,0.05
851968,2047.0371807650886,1.0,166.2361,200.0,60.15682,0.0,0.14212699,1.0,0.34918034,0.074715205,-0.08117504,0.0012683547,-0.002343921,1.5893058,0.857873,0.14212699,0.05
917504,2038.8210939336043,1.0,165.95575,200.0,60.45132,0.0,0.14366351,1.0,0.35074818,0.0756375,-0.08147731,0.0012625797,-0.0025743349,1.5906851,0.8563365,0.14366351,0.05
983040,2016.3431619196551,1.0,165.51279,200.0,60.840057,0.0,0.14484161,1.0,0.35194105,0.07695077,-0.081423916,0.0011756873,-0.0026343227,1.5875486,0.8551584,0.14484161,0.05
1048576,2026.3800969094468,1.0,165.36473,200.0,60.983593,0.0,0.14636853,1.0,0.35347533,0.07794756,-0.08155142,0.0012381861,-0.0027432956,1.5885442,0.85363144,0.14636853,0.05
1114112,1998.2610528838275,1.0,165.17403,200.0,61.223152,0.0,0.14807636,1.0,0.35517564,0.07925281,-0.081670575,0.001218277,-0.002847299,1.5886481,0.85192364,0.14807636,0.05
1179648,2011.5093557045786,1.0,164.71881,200.0,61.677532,0.0,0.1501333,1.0,0.35720202,0.080881506,-0.08221088,0.0013000998,-0.0033092161,1.5910343,0.8498667,0.1501333,0.05
1245184,2002.7870700982414,1.0,164.49721,200.0,61.862385,0.0,0.15366241,1.0,0.36062482,0.08290957,-0.0809419,0.0015152177,-0.0024221735,1.5855469,0.84633756,0.15366241,0.05
