timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,prob_fail,prob_success,ent_coef
65536,1012.1450299252081,1.0,180.77942,200.0,48.293114,-1.9999981,-0.51478606,1.99,1.0072838,-0.20375164,-0.07824028,0.008001281,-0.0019688709,1.6054411,0.90955883,0.090441175,0.05
131072,2146.435432902537,1.0,176.55603,200.0,52.118767,-1.9999981,-0.49009502,1.99,1.0059301,-0.19701828,-0.07873512,0.005748488,-0.001924142,1.5937045,0.8925532,0.10744681,0.05
196608,2140.5601400121395,1.0,173.5365,200.0,54.886036,-1.9999981,-0.4613656,1.99,1.0099952,-0.18136165,-0.07831577,0.006396282,-0.0020738684,1.5888008,0.879562,0.12043796,0.05
262144,2111.6308128337155,1.0,173.66599,200.0,54.661476,-1.9999981,-0.4714142,1.99,1.0075614,-0.18060172,-0.079005845,0.0053675077,-0.002407279,1.5856462,0.88469386,0.115306124,0.05
327680,2126.743364253695,1.0,172.17953,200.0,55.862633,-1.9999981,-0.45353356,1.99,1.0160186,-0.16893595,-0.0778432,0.007550302,-0.002694183,1.5784833,0.8735263,0.12647374,0.05
393216,2122.79345392176,1.0,170.908,200.0,57.03688,-1.9999981,-0.4419442,1.99,1.0202794,-0.15961184,-0.07809774,0.0069762855,-0.003037794,1.5709615,0.86731535,0.13268465,0.05
458752,2095.320480930327,1.0,167.9748,200.0,59.34336,-1.9999981,-0.40671417,1.99,1.032353,-0.13937429,-0.07703873,0.00932494,-0.0033812616,1.566399,0.8491843,0.15081573,0.05
524288,2080.0740071267596,1.0,165.35275,200.0,61.46675,-1.9999981,-0.38259083,1.99,1.037431,-0.121560365,-0.07729106,0.008773039,-0.003816909,1.5572133,0.83802927,0.1619707,0.05
589824,2095.0999778300943,1.0,162.7727,200.0,63.1346,-1.9999981,-0.3556692,1.99,1.0475564,-0.10201624,-0.0761994,0.009515787,-0.0032326183,1.5544937,0.82486075,0.17513928,0.05
655360,2064.530180194119,1.0,159.8787,200.0,64.942,-1.9999981,-0.32908824,1.99,1.0540472,-0.082743354,-0.07679002,0.008996204,-0.0035763644,1.5542353,0.81225395,0.18774606,0.05
720896,2055.824150068647,1.0,157.5591,200.0,66.40024,-1.9999981,-0.3043538,1.99,1.0641181,-0.06418324,-0.07649057,0.009242345,-0.0037757945,1.546719,0.7991415,0.20085846,0.05
786432,2051.049868954689,1.0,154.34769,200.0,68.18993,-1.9999981,-0.26101372,1.99,1.0808051,-0.035376053,-0.07587962,0.010820675,-0.0041438728,1.5429218,0.777904,0.22209601,0.05
851968,2016.2523510427404,1.0,151.44626,200.0,69.72046,-1.9999981,-0.22718361,1.99,1.0914278,-0.011704477,-0.075742714,0.010326803,-0.0040271664,1.537579,0.76131284,0.23868717,0.05
917504,2028.0398336971064,1.0,148.45164,200.0,71.221405,-1.9999981,-0.19321936,1.99,1.1017435,0.011868561,-0.07473927,0.010768055,-0.0035921833,1.5306222,0.7438131,0.2561869,0.05
983040,2001.091603082555,1.0,146.26776,200.0,72.25779,-1.9999981,-0.16916238,1.99,1.1111337,0.030155249,-0.07560017,0.009770489,-0.0039282823,1.531143,0.73089004,0.26910993,0.05
1048576,2008.9984414137484,1.0,143.40088,200.0,73.5946,-1.9999981,-0.13763463,1.99,1.119258,0.052802663,-0.07466946,0.010732794,-0.0042000622,1.5167156,0.71644455,0.28355545,0.05
1114112,1993.6968364030404,1.0,141.93665,200.0,74.034874,-1.9999981,-0.116731055,1.99,1.1284298,0.06725129,-0.07565896,0.010230873,-0.004489021,1.5257075,0.7044989,0.29550108,0.05
1179648,1986.0849940302476,1.0,139.75325,200.0,74.73311,-1.9999981,-0.08617805,1.99,1.1377587,0.08773343,-0.07417937,0.011678101,-0.0040224995,1.5199184,0.68842995,0.31157005,0.05
1245184,1973.3738732656884,1.0,137.80307,200.0,75.34612,-1.9999981,-0.062207714,1.99,1.1460669,0.104525626,-0.07403957,0.011655739,-0.004236182,1.5126249,0.6754698,0.32453018,0.05
1310720,1941.837737099236,1.0,136.05632,200.0,75.96512,-1.9999981,-0.038857654,1.99,1.1537306,0.12178277,-0.07329631,0.011160329,-0.003518209,1.5071652,0.6630253,0.33697465,0.05
1376256,1932.8687175838754,1.0,135.03279,200.0,76.28099,-1.9999981,-0.022957575,1.99,1.1584343,0.1338872,-0.07458393,0.010445708,-0.004554088,1.5050538,0.6549788,0.3450212,0.05
1441792,1943.519849029894,1.0,133.89757,200.0,76.54353,-1.9999981,-0.0058931694,1.99,1.1629151,0.14570603,-0.07420055,0.01132153,-0.004271649,1.5117933,0.6458197,0.35418025,0.05
1507328,1910.5913119674753,1.0,132.58577,200.0,76.87415,-1.9999981,0.011999651,1.99,1.1674292,0.15813595,-0.07436843,0.0115434965,-0.004842473,1.505954,0.63609076,0.36390924,0.05
1572864,1902.7184912855862,1.0,131.74442,200.0,77.13022,-1.9999981,0.023971008,1.99,1.1702032,0.16707264,-0.07482379,0.010662932,-0.0045812093,1.5114809,0.62941104,0.370589,0.05
1638400,1915.9293378021591,1.0,131.11903,200.0,77.31004,-1.9999981,0.032461543,1.99,1.173179,0.17394175,-0.07434462,0.010425392,-0.003957465,1.5119967,0.62406695,0.37593305,0.05
