timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,prob_fail,prob_success,ent_coef
65536,1162.0324454966678,2.0,151.14357,200.0,70.11492,0.0,0.18891688,1.0,0.3914426,0.10402026,-0.031900756,0.004558463,-0.0021086808,1.6035651,0.81108314,0.18891688,0.02
131072,3694.7162473010376,2.0,151.80923,200.0,70.331345,0.0,0.18226002,1.0,0.3860587,0.101555936,-0.032423344,0.0026047004,-0.0020168643,1.5854416,0.81773996,0.18226002,0.02
196608,3681.557317889533,2.0,151.13434,200.0,71.676605,0.0,0.18839428,1.0,0.3910267,0.10778637,-0.031913202,0.002810588,-0.0019616466,1.5678427,0.81160575,0.18839428,0.02
262144,3677.9360058078864,2.0,150.19872,200.0,72.669945,0.0,0.1852286,1.0,0.38848293,0.10709003,-0.03191945,0.0024150782,-0.0019151056,1.5605944,0.8147714,0.1852286,0.02
327680,3664.6719011648806,2.0,149.3369,200.0,73.48402,0.0,0.18633829,1.0,0.3893794,0.10991237,-0.03242706,0.0023913644,-0.0022667279,1.5678008,0.8136617,0.18633829,0.02
393216,3642.9120514579026,2.0,148.10149,200.0,74.574936,0.0,0.18733308,1.0,0.39017865,0.113643,-0.032566626,0.0021824013,-0.0022785605,1.5689633,0.8126669,0.18733308,0.02
458752,3574.983076563499,2.0,146.9974,200.0,75.18124,0.0,0.19149627,1.0,0.39347866,0.11786713,-0.03314992,0.0018519943,-0.0025426159,1.5766649,0.80850375,0.19149627,0.02
524288,3628.648207547268,2.0,146.01859,200.0,75.68834,0.0,0.1936937,1.0,0.39519167,0.1207203,-0.034094933,0.0016001377,-0.003360002,1.5767498,0.8063063,0.1936937,0.02
589824,3620.000260545076,2.0,144.81032,200.0,76.500336,0.0,0.19538805,1.0,0.39649916,0.12483761,-0.03415386,0.001251539,-0.0031798428,1.5799892,0.804612,0.19538805,0.02
655360,3611.0017075407377,2.0,143.78436,200.0,77.15532,0.0,0.19681205,1.0,0.39758906,0.12850806,-0.033732943,0.0013561827,-0.0028975075,1.5756764,0.80318797,0.19681205,0.02
720896,3580.9432668771574,2.0,143.51787,200.0,77.53977,0.0,0.19510236,1.0,0.3962795,0.12995455,-0.034205332,0.0008929475,-0.0030998602,1.5775971,0.8048976,0.19510236,0.02
